GEO,REF_DATE,Statistics,UID,VALUE
"Gananoque, Ontario, municipal [35114]",2005,Crime severity index,,86
"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]",2002,Crime severity index,,86
"Windsor, Ontario, municipal [35331]",2016,Crime severity index,,86
"Sault Ste. Marie, Ontario, municipal [35262]",2009,Crime severity index,,86
"Timmins, Ontario, municipal [35289]",2004,Crime severity index,,86
"Akwesasne Mohawk, Ontario, municipal [35002]",1999,Crime severity index,,86
"Aylmer, Ontario, municipal [35014]",2002,Crime severity index,,86.13
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",2008,Crime severity index,,86.13
"Ottawa, Ontario, municipal [35010]",2001,Crime severity index,,86.18
"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal [35476]",2015,Crime severity index,,86.18
"Sarnia, Ontario, municipal [35261]",2009,Crime severity index,,86.21
"Stratford, Ontario, municipal [35281]",2017,Crime severity index,,86.21
"Peterborough, Ontario, municipal [35222]",2002,Crime severity index,,86.23
"Timmins, Ontario, municipal [35289]",2002,Crime severity index,,86.27
"Central Hastings, Ontario, Ontario Provincial Police, rural [35550]",2004,Crime severity index,,86.28
"Kingston, Ontario, municipal [35151]",2006,Crime severity index,,86.29
"Timmins, Ontario, municipal [35289]",2001,Crime severity index,,86.33
"Rainy River District (Atikokan), Ontario, Ontario Provincial Police, municipal [35172]",2020,Crime severity index,,86.36
"Bancroft, Ontario, Ontario Provincial Police, rural [35553]",2009,Crime severity index,,86.41
"Huron (Goderich), Ontario, Ontario Provincial Police, municipal [35493]",1999,Crime severity index,,86.44
"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal [35143]",2010,Crime severity index,,86.44
"James Bay, Ontario, Ontario Provincial Police, rural [35211]",2015,Crime severity index,,86.46
"Hamilton, Ontario, municipal [35125]",2009,Crime severity index,,86.47
"Rainy River District (Fort Frances), Ontario, Ontario Provincial Police, municipal [35464]",2009,Crime severity index,,86.5
"Sarnia, Ontario, municipal [35261]",2017,Crime severity index,,86.52
Ontario [35],2001,Crime severity index,,86.54
"North Bay (Mattawa), Ontario, Ontario Provincial Police, municipal [35063]",2012,Crime severity index,,86.58
"Smiths Falls, Ontario, municipal [35268]",2015,Crime severity index,360,86.58
"Thunder Bay, Ontario, municipal [35299]",2016,Crime severity index,,86.62
"Napanee (Deseronto), Ontario, Ontario Provincial Police, rural [35122]",2002,Crime severity index,,86.64
"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]",2006,Crime severity index,,86.64
"Windsor, Ontario, municipal [35331]",2010,Crime severity index,,86.64
"Hanover, Ontario, municipal [35005]",2007,Crime severity index,,86.69
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",2012,Crime severity index,,86.71
"Woodstock, Ontario, municipal [35013]",2016,Crime severity index,,86.73
"Waterloo Region (Kitchener), Ontario, municipal [35291]",2000,Crime severity index,,86.74
"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal [35143]",2004,Crime severity index,,86.75
"Superior East (Wawa), Ontario, Ontario Provincial Police, municipal [35375]",2010,Crime severity index,,86.76
"Orillia, Ontario, Ontario Provincial Police, municipal [35465]",2018,Crime severity index,,86.76
"Dryden (Ignace), Ontario, Ontario Provincial Police, municipal [35028]",1999,Crime severity index,,86.77
"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal [35058]",2005,Crime severity index,,86.78
"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]",2004,Crime severity index,,86.82
"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]",2013,Crime severity index,,86.87
"Owen Sound, Ontario, municipal [35212]",2017,Crime severity index,,87.1
"Gananoque, Ontario, municipal [35114]",2006,Crime severity index,,87.11
"North Bay, Ontario, Ontario Provincial Police, rural [35565]",2010,Crime severity index,,87.13
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",2005,Crime severity index,,87.19
"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]",2004,Crime severity index,,87.22
"Clinton, Ontario, Ontario Provincial Police, municipal [35479]",2000,Crime severity index,,87.25
"Collingwood, Ontario, Ontario Provincial Police, municipal [35491]",2009,Crime severity index,,87.28
"Sault Ste. Marie, Ontario, municipal [35262]",2008,Crime severity index,,87.45
"Red Lake, Ontario, Ontario Provincial Police, rural [35594]",2010,Crime severity index,,87.5
"Sarnia, Ontario, municipal [35261]",2001,Crime severity index,,87.51
"Essex County (Leamington), Ontario, Ontario Provincial Police, municipal [35156]",2019,Crime severity index,,87.53
"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]",2008,Crime severity index,,87.55
"Toronto, Ontario, municipal [35304]",2007,Crime severity index,,87.57
"Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal [35015]",2012,Crime severity index,,87.58
"Chatham-Kent, Ontario, municipal [35009]",2005,Crime severity index,,87.6
"Nipigon, Ontario, Ontario Provincial Police, rural [35586]",2005,Crime severity index,,87.62
"Prescott, Ontario, municipal [35243]",2000,Crime severity index,,87.69
"Grenville County (Edwardsburgh/Cardinal), Ontario, Ontario Provincial Police, rural [35646]",2008,Crime severity index,,87.74
"Hanover, Ontario, municipal [35005]",2003,Crime severity index,,87.76
"Peterborough County (North Kawartha), Ontario, Ontario Provincial Police, municipal [35085]",2007,Crime severity index,,87.82
"Greater Sudbury, Ontario, municipal [35290]",2020,Crime severity index,,87.83
"Sudbury, Ontario, Ontario Provincial Police, rural [35570]",2004,Crime severity index,,87.84
"North Bay, Ontario, Ontario Provincial Police, rural [35565]",2020,Crime severity index,,87.87
"Brantford, Ontario, municipal [35042]",2013,Crime severity index,,87.88
"Kingston, Ontario, municipal [35151]",2003,Crime severity index,,87.91
"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal [35476]",2018,Crime severity index,,87.92
"Dryden (Ignace), Ontario, Ontario Provincial Police, municipal [35028]",2002,Crime severity index,,87.93
"Ottawa, Ontario, municipal [35010]",2002,Crime severity index,,87.96
"Sudbury, Ontario, Ontario Provincial Police, rural [35570]",2015,Crime severity index,,88.13
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",2017,Crime severity index,,88.2
"Cornwall, Ontario, municipal [35076]",2013,Crime severity index,,88.23
"Sault Ste. Marie, Ontario, municipal [35262]",2010,Crime severity index,,88.24
"Greater Sudbury, Ontario, municipal [35290]",2002,Crime severity index,,88.28
"Barrie, Ontario, municipal [35021]",2006,Crime severity index,,88.29
"East Algoma (Blind River), Ontario, Ontario Provincial Police, municipal [35050]",2012,Crime severity index,,88.32
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2008,Crime severity index,,88.36
"Chatham-Kent, Ontario, municipal [35009]",2010,Crime severity index,,88.37
"Perth County (St. Marys), Ontario, Ontario Provincial Police, municipal [35487]",1999,Crime severity index,,88.38
"Hawkesbury, Ontario, Ontario Provincial Police, municipal [35049]",2016,Crime severity index,,88.41
"Peterborough, Ontario, municipal [35222]",2004,Crime severity index,,88.5
"Arnprior, Ontario, Ontario Provincial Police, municipal [35458]",2000,Crime severity index,,88.53
"Middlesex (Strathroy), Ontario, Ontario Provincial Police, rural [35609]",2013,Crime severity index,,88.58
"Cobourg, Ontario, municipal [35071]",2019,Crime severity index,,88.59
"Hanover, Ontario, municipal [35005]",2010,Crime severity index,,88.66
"Belleville, Ontario, municipal [35027]",2019,Crime severity index,,88.74
"Greater Sudbury, Ontario, municipal [35290]",2003,Crime severity index,,88.92
"Cobourg, Ontario, municipal [35071]",2007,Crime severity index,,88.95
"Hamilton, Ontario, municipal [35125]",2008,Crime severity index,,88.95
"East Algoma (Blind River), Ontario, Ontario Provincial Police, municipal [35050]",2016,Crime severity index,,88.98
"Port Hope, Ontario, municipal [35235]",2004,Crime severity index,,88.99
"Owen Sound, Ontario, municipal [35212]",2004,Crime severity index,,89
"Akwesasne Mohawk, Ontario, municipal [35002]",1998,Crime severity index,,89.13
"Hanover, Ontario, municipal [35005]",2020,Crime severity index,,89.19
"Chatham-Kent, Ontario, municipal [35009]",2002,Crime severity index,,89.26
"Kingston, Ontario, municipal [35151]",2001,Crime severity index,,89.29
"Thunder Bay, Ontario, municipal [35299]",2012,Crime severity index,,89.31
"Temiskaming (Dymond), Ontario, Ontario Provincial Police, municipal [35059]",2004,Crime severity index,,89.35
"Brantford, Ontario, municipal [35042]",2020,Crime severity index,,89.4
"Almaguin Highlands, Ontario, Ontario Provincial Police, rural [35659]",2005,Crime severity index,,89.43
"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]",2000,Crime severity index,,89.48
"Kawartha Lakes, Ontario, municipal [35157]",1999,Crime severity index,,89.5
"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]",2010,Crime severity index,,89.5
"Greater Sudbury, Ontario, municipal [35290]",2006,Crime severity index,,89.56
"Windsor, Ontario, municipal [35331]",2012,Crime severity index,,89.58
"Palmerston, Ontario, municipal [35213]",1998,Crime severity index,,89.64
"Southern Georgian Bay (Georgian Bay), Ontario, Ontario Provincial Police, rural [35544]",2004,Crime severity index,,89.67
"Grenville County (Edwardsburgh/Cardinal), Ontario, Ontario Provincial Police, rural [35646]",2006,Crime severity index,,89.68
"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal [35058]",2015,Crime severity index,,89.69
"Red Lake, Ontario, Ontario Provincial Police, rural [35594]",2011,Crime severity index,,89.71
"Bracebridge (Muskoka Lakes & Georgian Bay), Ontario, Ontario Provincial Police, rural [35541]",2003,Crime severity index,,89.75
"Chatham-Kent, Ontario, municipal [35009]",2008,Crime severity index,,89.75
"Brantford, Ontario, municipal [35042]",2017,Crime severity index,,89.82
"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal [35221]",2009,Crime severity index,,89.89
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",1999,Crime severity index,,89.95
"Rainy River District (Fort Frances), Ontario, Ontario Provincial Police, municipal [35464]",2016,Crime severity index,,89.95
"Northumberland (Brighton), Ontario, Ontario Provincial Police, municipal [35016]",1999,Crime severity index,,89.96
"Collingwood (The Blue Mountains), Ontario, Ontario Provincial Police, municipal [35135]",2008,Crime severity index,,89.96
"Little Current (Manitoulin), Ontario, Ontario Provincial Police, rural [35572]",2006,Crime severity index,,89.97
"Dryden, Ontario, municipal [35084]",2016,Crime severity index,,89.99
"Hawkesbury, Ontario, Ontario Provincial Police, municipal [35049]",2018,Crime severity index,,89.99
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2016,Crime severity index,,91.14
"Middlesex (Strathroy), Ontario, Ontario Provincial Police, rural [35609]",2015,Crime severity index,,91.15
"Akwesasne Mohawk, Ontario, municipal [35002]",2012,Crime severity index,,91.17
"Timmins, Ontario, municipal [35289]",2015,Crime severity index,,91.18
"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]",2003,Crime severity index,,91.2
"West Parry Sound, Ontario, Ontario Provincial Police, rural [35658]",2003,Crime severity index,,91.2
"North Bay, Ontario, Ontario Provincial Police, rural [35565]",2011,Crime severity index,,91.2
"Lennox and Addington County, Ontario, Ontario Provincial Police, rural [35552]",2017,Crime severity index,,91.22
"Grey Bruce (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal [35489]",2000,Crime severity index,,91.25
"Collingwood (The Blue Mountains), Ontario, Ontario Provincial Police, municipal [35135]",2003,Crime severity index,,91.25
"Lanark County (Drummond-North Elmsley), Ontario, Ontario Provincial Police, rural [35555]",2003,Crime severity index,,91.36
"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]",2006,Crime severity index,,91.38
"Trenton, Ontario, municipal [35307]",1998,Crime severity index,,91.43
"Little Current (Espanola), Ontario, Ontario Provincial Police, municipal [35098]",1999,Crime severity index,,91.43
"Kirkland Lake, Ontario, Ontario Provincial Police, municipal [35477]",2005,Crime severity index,,91.43
"Kingston, Ontario, municipal [35151]",2004,Crime severity index,,91.51
"Lennox and Addington County (Deseronto), Ontario, Ontario Provincial Police, rural [35246]",2018,Crime severity index,207,91.51
"Shelburne, Ontario, municipal [35265]",2004,Crime severity index,,91.52
"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]",2017,Crime severity index,,91.53
"Kawartha Lakes, Ontario, municipal [35157]",2002,Crime severity index,,91.54
"Cornwall, Ontario, municipal [35076]",2017,Crime severity index,,91.55
"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal [35117]",2008,Crime severity index,,91.56
"Essex County (Leamington), Ontario, Ontario Provincial Police, municipal [35156]",1998,Crime severity index,,91.6
"Belleville, Ontario, municipal [35027]",2013,Crime severity index,,91.67
"Huron (Goderich), Ontario, Ontario Provincial Police, municipal [35493]",2018,Crime severity index,,91.7
"Chatham-Kent, Ontario, municipal [35009]",2009,Crime severity index,,91.71
"Sault Ste. Marie, Ontario, municipal [35262]",2000,Crime severity index,,91.77
"Strathroy-Caradoc, Ontario, municipal [35282]",1998,Crime severity index,,91.81
"Barrie, Ontario, municipal [35021]",2002,Crime severity index,,91.81
"Thunder Bay, Ontario, municipal [35299]",2002,Crime severity index,,91.87
"Exeter (South Huron), Ontario, Ontario Provincial Police, municipal [35481]",1999,Crime severity index,,91.89
"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]",2000,Crime severity index,,91.89
"Lennox and Addington County, Ontario, Ontario Provincial Police, rural [35552]",2007,Crime severity index,,91.89
"Thunder Bay, Ontario, municipal [35299]",2014,Crime severity index,,91.97
"Kawartha Lakes, Ontario, municipal [35157]",2003,Crime severity index,,91.98
"Grey Bruce (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal [35489]",1999,Crime severity index,,92
"Grenville County (Edwardsburgh/Cardinal), Ontario, Ontario Provincial Police, rural [35646]",2007,Crime severity index,,92
"Chatham-Kent, Ontario, municipal [35009]",2012,Crime severity index,,92
"Barrie, Ontario, municipal [35021]",2005,Crime severity index,,92
"Hawkesbury, Ontario, Ontario Provincial Police, municipal [35049]",2014,Crime severity index,,92
"Haliburton Highlands, Ontario, Ontario Provincial Police, rural [35638]",2004,Crime severity index,,92
